day,precio
2022-09-07,163.2
2022-09-09,0.0
2022-09-10,152.2
2022-09-12,146.0
2022-09-13,160.8
2022-09-15,175.0
2022-10-01,164.42543640897756
2022-10-02,190.525
2022-10-03,178.53333333333333
2022-10-04,172.5
2022-10-05,108.33333333333333
2022-10-06,163.9842105263158
2022-10-12,174.5
2022-10-18,164.9
2022-10-31,176.6
2022-11-01,154.55384615384617
2022-11-02,154.1
2022-11-03,178.21011166253103
2022-11-04,181.13478260869567
2022-11-07,0.0
2022-11-09,179.9
2022-11-12,189.9
2022-11-30,192.5
2022-12-01,214.03333333333333
2022-12-02,201.4
2022-12-03,218.2
2022-12-04,186.09217772215268
2022-12-05,193.698
2022-12-06,170.88333333333333
2022-12-07,193.51176470588234
2022-12-13,197.5
2023-01-03,172.9
2023-01-04,175.9
2023-01-05,177.521568627451
2023-01-07,175.3
2023-01-10,185.5
2023-01-15,210.5
2023-01-16,194.53612079701122
2023-01-17,197.64249999999998
2023-01-18,203.10000000000002
2023-01-19,207.2
2023-01-24,0.0
2023-01-25,202.1
2023-01-27,182.9
2023-01-31,171.8
2023-02-01,193.4
2023-02-03,250.0
2023-02-08,203.8
2023-02-14,181.1
2023-02-15,220.2
2023-02-16,204.55466790237872
2023-02-17,206.2047619047619
2023-02-22,205.8
2023-02-23,214.10000000000002
2023-03-02,192.33076923076925
2023-03-15,238.2
2023-03-16,213.0675650557621
2023-03-17,208.4536231884058
2023-03-18,204.7
2023-03-19,202.9
2023-03-20,232.0
2023-03-21,217.825
2023-04-04,227.3
2023-04-14,241.6
2023-04-16,224.32730661696178
2023-04-17,232.33333333333334
2023-04-18,241.63333333333333
2023-04-19,216.25
2023-04-20,222.2
2023-04-21,237.10000000000002
2023-04-22,232.4
2023-05-03,214.13333333333333
2023-05-16,255.0
2023-05-17,235.40760667903524
2023-05-18,232.39938053097347
2023-05-19,236.83333333333334
2023-05-20,246.0
2023-05-25,272.7
2023-06-01,227.9
2023-06-02,250.2
2023-06-08,235.0
2023-06-10,244.8
2023-06-15,267.5
2023-06-17,249.45185873605948
2023-06-18,265.2
2023-06-19,240.3
2023-06-21,256.34000000000003
2023-06-23,244.0
2023-06-28,238.5
2023-06-29,266.6
2023-07-03,352.5
2023-07-04,235.6
2023-07-05,260.2
2023-07-08,260.6141620284477
2023-07-10,272.68571428571425
2023-07-11,248.7
2023-07-13,250.4
2023-07-17,253.1
2023-07-18,253.3
2023-07-31,280.2
2023-08-01,300.2
2023-08-02,272.2901144
2023-08-03,277.1333333333333
2023-08-04,310.0
2023-08-08,269.2
2023-08-14,315.2
2023-08-15,332.6
2023-08-16,346.4
2023-08-18,306.31425046267736
2023-08-19,304.95
2023-08-22,333.4
2023-08-26,339.6
2023-09-02,289.6
2023-09-12,284.2
2023-09-14,342.7
2023-09-27,354.29999999999995
2023-09-28,369.0
2023-09-29,345.9
2023-10-04,367.45
2023-10-10,329.6
2023-10-11,294.4
2023-10-13,308.0
2023-10-18,355.9
2023-10-19,385.0
2023-10-23,315.57757875231624
2023-10-24,304.0
2023-10-25,342.325
2023-10-26,357.3333333333333
2023-10-27,370.2
2023-10-31,339.0
2023-11-01,345.9044253226798
2023-11-02,352.7105263157895
2023-11-03,364.0
2023-11-04,355.8
2023-11-06,425.8
2023-11-07,434.9
2023-11-08,434.5
2023-11-17,379.0
2023-11-25,389.0170882171499
2023-11-26,427.9
2023-11-27,407.1666666666667
2023-11-28,424.5
2023-11-30,478.0
2023-12-01,424.65
2023-12-05,374.0
2023-12-06,378.5
2023-12-08,482.9616142945163
2023-12-09,474.5
2023-12-11,497.325
2023-12-12,477.0
2023-12-13,662.2147277227723
2023-12-14,670.1034482758621
2023-12-15,653.0
2023-12-23,640.0
2023-12-29,735.0
2023-12-31,779.0
2024-01-02,785.5
2024-01-03,834.0551447935921
2024-01-04,825.3863636363636
2024-01-06,869.0
2024-01-08,923.0
2024-01-09,918.0
2024-01-11,856.0
2024-01-12,879.0
2024-01-19,817.6358823529412
2024-01-20,825.0
2024-01-31,918.75
2024-02-01,886.2398273736128
2024-02-02,894.3863636363636
2024-02-05,911.0
2024-02-06,937.0
2024-02-07,911.0
2024-02-08,887.609756097561
2024-02-09,964.5
2024-02-10,920.0
2024-02-16,878.0
2024-02-29,924.0
2024-03-01,867.4634146341464
2024-03-02,954.0432098765432
2024-03-04,957.0
2024-03-05,966.0
2024-03-06,947.75
2024-03-08,939.0
2024-03-12,960.0
2024-03-14,937.0
2024-03-15,938.0
2024-03-16,995.0
2024-03-23,970.75
2024-03-26,1048.0
2024-03-31,995.0
2024-04-01,998.5566502463054
2024-04-02,1042.0
2024-04-03,1010.125
2024-04-04,1017.027027027027
2024-04-05,982.0
2024-04-08,1035.0
2024-04-09,1024.0
2024-04-10,1090.0
2024-04-11,946.5
2024-04-30,1024.0
2024-05-01,1038.6493827160493
2024-05-02,1052.3
2024-05-03,1040.5887096774193
2024-05-04,1091.0
2024-05-05,1150.0
2024-05-06,1027.0
2024-05-07,1021.9
2024-05-10,1012.0
2024-05-14,988.0
2024-05-16,993.0
2024-05-20,1052.0
2024-05-21,1047.0
2024-05-23,1030.0
2024-05-25,1028.0
2024-05-28,1037.0
2024-05-30,1075.0
2024-05-31,1084.0
2024-06-01,1066.092581238504
2024-06-02,1094.0
2024-06-04,1063.498817966903
2024-06-05,1106.0
2024-06-06,1087.0
2024-06-10,1055.0
2024-06-13,1032.0
2024-06-14,1064.0
2024-06-26,1054.0
2024-06-27,1018.0
2024-06-28,1054.0
2024-06-30,1112.0
2024-07-01,1099.4710189139719
2024-07-02,1127.0
2024-07-03,1074.611111111111
2024-07-12,1052.0
2024-07-16,1111.857142857143
2024-07-26,1127.0
2024-07-31,1145.0
2024-08-01,1123.865181711606
2024-08-02,1075.0
2024-08-03,1119.0
2024-08-05,1160.0
2024-08-06,1099.0
2024-08-20,1118.0
2024-08-31,1174.0
2024-09-01,1154.1470227133211
2024-09-02,1165.1818181818182
2024-09-03,1111.909090909091
2024-09-04,1179.0
2024-09-05,1111.0
2024-09-09,1108.0
2024-09-12,1163.0
2024-09-17,1123.0
2024-09-30,1198.0
2024-10-01,1131.5466365178067
2024-10-02,1085.9285714285713
2024-10-03,1086.0
2024-10-21,1174.0
2024-10-31,1174.0
2024-11-01,1164.305860805861
2024-11-02,1194.5
2024-11-06,1400.0
2024-11-09,1198.0
2024-11-11,1186.0
2024-11-30,1207.0
2024-12-01,1186.80271270037
2024-12-02,1239.6666666666667
2024-12-03,1203.6666666666667
2024-12-10,1160.5
2024-12-26,1140.0
2024-12-31,1224.0
2025-01-01,1246.0
2025-01-03,1209.299938912645
2025-01-04,1231.5
2025-01-07,1157.2916666666667
2025-01-08,1214.0
2025-01-09,1193.0
2025-01-14,1225.5
2025-01-16,1160.0
2025-01-18,1237.0
2025-01-31,1246.0
2025-02-01,1230.1191616766466
2025-02-03,1261.5
2025-02-04,1249.5
2025-02-05,1263.0
2025-02-07,1276.0
2025-02-10,1217.0
2025-02-13,1206.5
2025-02-28,1271.0
2025-03-01,1259.7998764669549
2025-03-02,1192.0
2025-03-03,1293.0
2025-03-04,1325.0
2025-03-05,1286.0
2025-03-08,1207.0
2025-03-11,1240.0
2025-03-31,1300.0
2025-04-01,1282.8129052176598
